country,religion,count,proportion,population_proportion,sample_proportion,benchmark_proportion,deviation,abs_deviation,normalized_deviation,tvd_contribution
Nauru,Buddhism,,,1.5953971296038352e-08,0.0,1.5953971296038352e-08,-1.5953971296038352e-08,1.5953971296038352e-08,-1.0,7.976985648019176e-09
Aruba,Buddhism,,,1.5953971296038352e-08,0.0,1.5953971296038352e-08,-1.5953971296038352e-08,1.5953971296038352e-08,-1.0,7.976985648019176e-09
U.S. Virgin Islands,Islam,,,1.5953971296038352e-08,0.0,1.5953971296038352e-08,-1.5953971296038352e-08,1.5953971296038352e-08,-1.0,7.976985648019176e-09
Gibraltar,Other religious group,,,1.5228790782582058e-08,0.0,1.5228790782582058e-08,-1.5228790782582058e-08,1.5228790782582058e-08,-1.0,7.614395391291029e-09
Tonga,Hinduism,,,1.4503610269125772e-08,0.0,1.4503610269125772e-08,-1.4503610269125772e-08,1.4503610269125772e-08,-1.0,7.251805134562886e-09
Mayotte,Buddhism,,,1.4503610269125772e-08,0.0,1.4503610269125772e-08,-1.4503610269125772e-08,1.4503610269125772e-08,-1.0,7.251805134562886e-09
Mayotte,Hinduism,,,1.4503610269125772e-08,0.0,1.4503610269125772e-08,-1.4503610269125772e-08,1.4503610269125772e-08,-1.0,7.251805134562886e-09
Mayotte,Judaism,,,1.4503610269125772e-08,0.0,1.4503610269125772e-08,-1.4503610269125772e-08,1.4503610269125772e-08,-1.0,7.251805134562886e-09
Monaco,Other religious group,,,1.4503610269125772e-08,0.0,1.4503610269125772e-08,-1.4503610269125772e-08,1.4503610269125772e-08,-1.0,7.251805134562886e-09
San Marino,Judaism,,,1.3053249242213197e-08,0.0,1.3053249242213197e-08,-1.3053249242213197e-08,1.3053249242213197e-08,-1.0,6.526624621106598e-09
Samoa,Islam,,,1.3053249242213197e-08,0.0,1.3053249242213197e-08,-1.3053249242213197e-08,1.3053249242213197e-08,-1.0,6.526624621106598e-09
Samoa,Hinduism,,,1.3053249242213197e-08,0.0,1.3053249242213197e-08,-1.3053249242213197e-08,1.3053249242213197e-08,-1.0,6.526624621106598e-09
Samoa,Judaism,,,1.3053249242213197e-08,0.0,1.3053249242213197e-08,-1.3053249242213197e-08,1.3053249242213197e-08,-1.0,6.526624621106598e-09
Guam,Hinduism,,,1.3053249242213197e-08,0.0,1.3053249242213197e-08,-1.3053249242213197e-08,1.3053249242213197e-08,-1.0,6.526624621106598e-09
Guam,Islam,,,1.3053249242213197e-08,0.0,1.3053249242213197e-08,-1.3053249242213197e-08,1.3053249242213197e-08,-1.0,6.526624621106598e-09
Guam,Judaism,,,1.3053249242213197e-08,0.0,1.3053249242213197e-08,-1.3053249242213197e-08,1.3053249242213197e-08,-1.0,6.526624621106598e-09
Samoa,Buddhism,,,1.3053249242213197e-08,0.0,1.3053249242213197e-08,-1.3053249242213197e-08,1.3053249242213197e-08,-1.0,6.526624621106598e-09
Sao Tome and Principe,Judaism,,,1.2328068728756906e-08,0.0,1.2328068728756906e-08,-1.2328068728756906e-08,1.2328068728756906e-08,-1.0,6.164034364378453e-09
Sao Tome and Principe,Buddhism,,,1.2328068728756906e-08,0.0,1.2328068728756906e-08,-1.2328068728756906e-08,1.2328068728756906e-08,-1.0,6.164034364378453e-09
St. Lucia,Buddhism,,,1.2328068728756906e-08,0.0,1.2328068728756906e-08,-1.2328068728756906e-08,1.2328068728756906e-08,-1.0,6.164034364378453e-09
Sao Tome and Principe,Islam,,,1.2328068728756906e-08,0.0,1.2328068728756906e-08,-1.2328068728756906e-08,1.2328068728756906e-08,-1.0,6.164034364378453e-09
Sao Tome and Principe,Hinduism,,,1.2328068728756906e-08,0.0,1.2328068728756906e-08,-1.2328068728756906e-08,1.2328068728756906e-08,-1.0,6.164034364378453e-09
St. Lucia,Judaism,,,1.2328068728756906e-08,0.0,1.2328068728756906e-08,-1.2328068728756906e-08,1.2328068728756906e-08,-1.0,6.164034364378453e-09
Falkland Is. (Malvinas),Other religious group,,,1.2328068728756906e-08,0.0,1.2328068728756906e-08,-1.2328068728756906e-08,1.2328068728756906e-08,-1.0,6.164034364378453e-09
Isle of Man,Other religious group,,,1.1602888215300618e-08,0.0,1.1602888215300618e-08,-1.1602888215300618e-08,1.1602888215300618e-08,-1.0,5.801444107650309e-09
Anguilla,Hinduism,,,1.1602888215300618e-08,0.0,1.1602888215300618e-08,-1.1602888215300618e-08,1.1602888215300618e-08,-1.0,5.801444107650309e-09
Dominica,Buddhism,,,1.015252718838804e-08,0.0,1.015252718838804e-08,-1.015252718838804e-08,1.015252718838804e-08,-1.0,5.07626359419402e-09
Dominica,Islam,,,1.015252718838804e-08,0.0,1.015252718838804e-08,-1.015252718838804e-08,1.015252718838804e-08,-1.0,5.07626359419402e-09
Anguilla,Islam,,,8.702166161475463e-09,0.0,8.702166161475463e-09,-8.702166161475463e-09,8.702166161475463e-09,-1.0,4.351083080737732e-09
Wallis and Futuna,I do not identify with any religious group or faith,,,8.702166161475463e-09,0.0,8.702166161475463e-09,-8.702166161475463e-09,8.702166161475463e-09,-1.0,4.351083080737732e-09
Fed. States of Micronesia,Hinduism,,,7.976985648019174e-09,0.0,7.976985648019174e-09,-7.976985648019174e-09,7.976985648019174e-09,-1.0,3.988492824009587e-09
St. Vincent and the Gren.,Buddhism,,,7.976985648019174e-09,0.0,7.976985648019174e-09,-7.976985648019174e-09,7.976985648019174e-09,-1.0,3.988492824009587e-09
Fed. States of Micronesia,Judaism,,,7.976985648019174e-09,0.0,7.976985648019174e-09,-7.976985648019174e-09,7.976985648019174e-09,-1.0,3.988492824009587e-09
Fed. States of Micronesia,Islam,,,7.976985648019174e-09,0.0,7.976985648019174e-09,-7.976985648019174e-09,7.976985648019174e-09,-1.0,3.988492824009587e-09
U.S. Virgin Islands,Buddhism,,,7.976985648019174e-09,0.0,7.976985648019174e-09,-7.976985648019174e-09,7.976985648019174e-09,-1.0,3.988492824009587e-09
St. Vincent and the Gren.,Judaism,,,7.976985648019174e-09,0.0,7.976985648019174e-09,-7.976985648019174e-09,7.976985648019174e-09,-1.0,3.988492824009587e-09
Aruba,Hinduism,,,7.976985648019174e-09,0.0,7.976985648019174e-09,-7.976985648019174e-09,7.976985648019174e-09,-1.0,3.988492824009587e-09
Grenada,Judaism,,,7.251805134562886e-09,0.0,7.251805134562886e-09,-7.251805134562886e-09,7.251805134562886e-09,-1.0,3.625902567281443e-09
Grenada,Buddhism,,,7.251805134562886e-09,0.0,7.251805134562886e-09,-7.251805134562886e-09,7.251805134562886e-09,-1.0,3.625902567281443e-09
Tonga,Islam,,,7.251805134562886e-09,0.0,7.251805134562886e-09,-7.251805134562886e-09,7.251805134562886e-09,-1.0,3.625902567281443e-09
Kiribati,Buddhism,,,7.251805134562886e-09,0.0,7.251805134562886e-09,-7.251805134562886e-09,7.251805134562886e-09,-1.0,3.625902567281443e-09
Tonga,Judaism,,,7.251805134562886e-09,0.0,7.251805134562886e-09,-7.251805134562886e-09,7.251805134562886e-09,-1.0,3.625902567281443e-09
Tonga,I do not identify with any religious group or faith,,,7.251805134562886e-09,0.0,7.251805134562886e-09,-7.251805134562886e-09,7.251805134562886e-09,-1.0,3.625902567281443e-09
Tonga,Buddhism,,,7.251805134562886e-09,0.0,7.251805134562886e-09,-7.251805134562886e-09,7.251805134562886e-09,-1.0,3.625902567281443e-09
Kiribati,Judaism,,,7.251805134562886e-09,0.0,7.251805134562886e-09,-7.251805134562886e-09,7.251805134562886e-09,-1.0,3.625902567281443e-09
Kiribati,Islam,,,7.251805134562886e-09,0.0,7.251805134562886e-09,-7.251805134562886e-09,7.251805134562886e-09,-1.0,3.625902567281443e-09
Kiribati,Hinduism,,,7.251805134562886e-09,0.0,7.251805134562886e-09,-7.251805134562886e-09,7.251805134562886e-09,-1.0,3.625902567281443e-09
Seychelles,Judaism,,,6.526624621106597e-09,0.0,6.526624621106597e-09,-6.526624621106597e-09,6.526624621106597e-09,-1.0,3.2633123105532983e-09
Seychelles,Buddhism,,,6.526624621106597e-09,0.0,6.526624621106597e-09,-6.526624621106597e-09,6.526624621106597e-09,-1.0,3.2633123105532983e-09
Antigua and Barbuda,Judaism,,,6.526624621106597e-09,0.0,6.526624621106597e-09,-6.526624621106597e-09,6.526624621106597e-09,-1.0,3.2633123105532983e-09
Antigua and Barbuda,Buddhism,,,6.526624621106597e-09,0.0,6.526624621106597e-09,-6.526624621106597e-09,6.526624621106597e-09,-1.0,3.2633123105532983e-09
Andorra,Buddhism,,,5.801444107650309e-09,0.0,5.801444107650309e-09,-5.801444107650309e-09,5.801444107650309e-09,-1.0,2.9007220538251546e-09
Isle of Man,Buddhism,,,5.801444107650309e-09,0.0,5.801444107650309e-09,-5.801444107650309e-09,5.801444107650309e-09,-1.0,2.9007220538251546e-09
Isle of Man,Judaism,,,5.801444107650309e-09,0.0,5.801444107650309e-09,-5.801444107650309e-09,5.801444107650309e-09,-1.0,2.9007220538251546e-09
Liechtenstein,Other religious group,,,5.801444107650309e-09,0.0,5.801444107650309e-09,-5.801444107650309e-09,5.801444107650309e-09,-1.0,2.9007220538251546e-09
Dominica,Hinduism,,,5.07626359419402e-09,0.0,5.07626359419402e-09,-5.07626359419402e-09,5.07626359419402e-09,-1.0,2.53813179709701e-09
Dominica,Judaism,,,5.07626359419402e-09,0.0,5.07626359419402e-09,-5.07626359419402e-09,5.07626359419402e-09,-1.0,2.53813179709701e-09
American Samoa,Judaism,,,5.07626359419402e-09,0.0,5.07626359419402e-09,-5.07626359419402e-09,5.07626359419402e-09,-1.0,2.53813179709701e-09
American Samoa,Islam,,,5.07626359419402e-09,0.0,5.07626359419402e-09,-5.07626359419402e-09,5.07626359419402e-09,-1.0,2.53813179709701e-09
American Samoa,Hinduism,,,5.07626359419402e-09,0.0,5.07626359419402e-09,-5.07626359419402e-09,5.07626359419402e-09,-1.0,2.53813179709701e-09
Falkland Is. (Malvinas),Islam,,,4.351083080737732e-09,0.0,4.351083080737732e-09,-4.351083080737732e-09,4.351083080737732e-09,-1.0,2.175541540368866e-09
Greenland,Buddhism,,,4.351083080737732e-09,0.0,4.351083080737732e-09,-4.351083080737732e-09,4.351083080737732e-09,-1.0,2.175541540368866e-09
Greenland,Hinduism,,,4.351083080737732e-09,0.0,4.351083080737732e-09,-4.351083080737732e-09,4.351083080737732e-09,-1.0,2.175541540368866e-09
Greenland,Judaism,,,4.351083080737732e-09,0.0,4.351083080737732e-09,-4.351083080737732e-09,4.351083080737732e-09,-1.0,2.175541540368866e-09
Northern Mariana Is.,Judaism,,,4.351083080737732e-09,0.0,4.351083080737732e-09,-4.351083080737732e-09,4.351083080737732e-09,-1.0,2.175541540368866e-09
Northern Mariana Is.,Hinduism,,,4.351083080737732e-09,0.0,4.351083080737732e-09,-4.351083080737732e-09,4.351083080737732e-09,-1.0,2.175541540368866e-09
Greenland,Islam,,,4.351083080737732e-09,0.0,4.351083080737732e-09,-4.351083080737732e-09,4.351083080737732e-09,-1.0,2.175541540368866e-09
Bermuda,Hinduism,,,4.351083080737732e-09,0.0,4.351083080737732e-09,-4.351083080737732e-09,4.351083080737732e-09,-1.0,2.175541540368866e-09
Cayman Islands,Buddhism,,,4.351083080737732e-09,0.0,4.351083080737732e-09,-4.351083080737732e-09,4.351083080737732e-09,-1.0,2.175541540368866e-09
St. Kitts and Nevis,Buddhism,,,3.625902567281443e-09,0.0,3.625902567281443e-09,-3.625902567281443e-09,3.625902567281443e-09,-1.0,1.8129512836407215e-09
St. Kitts and Nevis,Judaism,,,3.625902567281443e-09,0.0,3.625902567281443e-09,-3.625902567281443e-09,3.625902567281443e-09,-1.0,1.8129512836407215e-09
Marshall Islands,Buddhism,,,3.625902567281443e-09,0.0,3.625902567281443e-09,-3.625902567281443e-09,3.625902567281443e-09,-1.0,1.8129512836407215e-09
Faeroe Islands,Buddhism,,,3.625902567281443e-09,0.0,3.625902567281443e-09,-3.625902567281443e-09,3.625902567281443e-09,-1.0,1.8129512836407215e-09
Faeroe Islands,Hinduism,,,3.625902567281443e-09,0.0,3.625902567281443e-09,-3.625902567281443e-09,3.625902567281443e-09,-1.0,1.8129512836407215e-09
Faeroe Islands,Islam,,,3.625902567281443e-09,0.0,3.625902567281443e-09,-3.625902567281443e-09,3.625902567281443e-09,-1.0,1.8129512836407215e-09
Faeroe Islands,Judaism,,,3.625902567281443e-09,0.0,3.625902567281443e-09,-3.625902567281443e-09,3.625902567281443e-09,-1.0,1.8129512836407215e-09
Niue,Other religious group,,,3.625902567281443e-09,0.0,3.625902567281443e-09,-3.625902567281443e-09,3.625902567281443e-09,-1.0,1.8129512836407215e-09
Marshall Islands,Hinduism,,,3.625902567281443e-09,0.0,3.625902567281443e-09,-3.625902567281443e-09,3.625902567281443e-09,-1.0,1.8129512836407215e-09
Marshall Islands,Islam,,,3.625902567281443e-09,0.0,3.625902567281443e-09,-3.625902567281443e-09,3.625902567281443e-09,-1.0,1.8129512836407215e-09
Marshall Islands,Judaism,,,3.625902567281443e-09,0.0,3.625902567281443e-09,-3.625902567281443e-09,3.625902567281443e-09,-1.0,1.8129512836407215e-09
Tokelau,Other religious group,,,3.625902567281443e-09,0.0,3.625902567281443e-09,-3.625902567281443e-09,3.625902567281443e-09,-1.0,1.8129512836407215e-09
St. Helena,Other religious group,,,3.625902567281443e-09,0.0,3.625902567281443e-09,-3.625902567281443e-09,3.625902567281443e-09,-1.0,1.8129512836407215e-09
St. Pierre and Miquelon,Islam,,,2.900722053825154e-09,0.0,2.900722053825154e-09,-2.900722053825154e-09,2.900722053825154e-09,-1.0,1.450361026912577e-09
Turks and Caicos Islands,Islam,,,2.900722053825154e-09,0.0,2.900722053825154e-09,-2.900722053825154e-09,2.900722053825154e-09,-1.0,1.450361026912577e-09
Turks and Caicos Islands,Judaism,,,2.900722053825154e-09,0.0,2.900722053825154e-09,-2.900722053825154e-09,2.900722053825154e-09,-1.0,1.450361026912577e-09
Liechtenstein,Buddhism,,,2.900722053825154e-09,0.0,2.900722053825154e-09,-2.900722053825154e-09,2.900722053825154e-09,-1.0,1.450361026912577e-09
Monaco,Hinduism,,,2.900722053825154e-09,0.0,2.900722053825154e-09,-2.900722053825154e-09,2.900722053825154e-09,-1.0,1.450361026912577e-09
Monaco,Buddhism,,,2.900722053825154e-09,0.0,2.900722053825154e-09,-2.900722053825154e-09,2.900722053825154e-09,-1.0,1.450361026912577e-09
Turks and Caicos Islands,Hinduism,,,2.900722053825154e-09,0.0,2.900722053825154e-09,-2.900722053825154e-09,2.900722053825154e-09,-1.0,1.450361026912577e-09
Turks and Caicos Islands,Buddhism,,,2.900722053825154e-09,0.0,2.900722053825154e-09,-2.900722053825154e-09,2.900722053825154e-09,-1.0,1.450361026912577e-09
Falkland Is. (Malvinas),Buddhism,,,2.900722053825154e-09,0.0,2.900722053825154e-09,-2.900722053825154e-09,2.900722053825154e-09,-1.0,1.450361026912577e-09
Liechtenstein,Hinduism,,,2.900722053825154e-09,0.0,2.900722053825154e-09,-2.900722053825154e-09,2.900722053825154e-09,-1.0,1.450361026912577e-09
Anguilla,Judaism,,,2.900722053825154e-09,0.0,2.900722053825154e-09,-2.900722053825154e-09,2.900722053825154e-09,-1.0,1.450361026912577e-09
San Marino,Hinduism,,,2.175541540368866e-09,0.0,2.175541540368866e-09,-2.175541540368866e-09,2.175541540368866e-09,-1.0,1.087770770184433e-09
San Marino,Buddhism,,,2.175541540368866e-09,0.0,2.175541540368866e-09,-2.175541540368866e-09,2.175541540368866e-09,-1.0,1.087770770184433e-09
San Marino,Islam,,,2.175541540368866e-09,0.0,2.175541540368866e-09,-2.175541540368866e-09,2.175541540368866e-09,-1.0,1.087770770184433e-09
Gibraltar,Buddhism,,,2.175541540368866e-09,0.0,2.175541540368866e-09,-2.175541540368866e-09,2.175541540368866e-09,-1.0,1.087770770184433e-09
British Virgin Islands,Buddhism,,,1.450361026912577e-09,0.0,1.450361026912577e-09,-1.450361026912577e-09,1.450361026912577e-09,-1.0,7.251805134562885e-10
Cook Islands,Buddhism,,,1.450361026912577e-09,0.0,1.450361026912577e-09,-1.450361026912577e-09,1.450361026912577e-09,-1.0,7.251805134562885e-10
Vatican City,Other religious group,,,1.450361026912577e-09,0.0,1.450361026912577e-09,-1.450361026912577e-09,1.450361026912577e-09,-1.0,7.251805134562885e-10
Palau,Judaism,,,1.450361026912577e-09,0.0,1.450361026912577e-09,-1.450361026912577e-09,1.450361026912577e-09,-1.0,7.251805134562885e-10
Palau,Islam,,,1.450361026912577e-09,0.0,1.450361026912577e-09,-1.450361026912577e-09,1.450361026912577e-09,-1.0,7.251805134562885e-10
British Virgin Islands,Judaism,,,1.450361026912577e-09,0.0,1.450361026912577e-09,-1.450361026912577e-09,1.450361026912577e-09,-1.0,7.251805134562885e-10
Montserrat,Hinduism,,,1.450361026912577e-09,0.0,1.450361026912577e-09,-1.450361026912577e-09,1.450361026912577e-09,-1.0,7.251805134562885e-10
Palau,Hinduism,,,1.450361026912577e-09,0.0,1.450361026912577e-09,-1.450361026912577e-09,1.450361026912577e-09,-1.0,7.251805134562885e-10
Cook Islands,Hinduism,,,1.450361026912577e-09,0.0,1.450361026912577e-09,-1.450361026912577e-09,1.450361026912577e-09,-1.0,7.251805134562885e-10
Cook Islands,Islam,,,1.450361026912577e-09,0.0,1.450361026912577e-09,-1.450361026912577e-09,1.450361026912577e-09,-1.0,7.251805134562885e-10
Anguilla,Buddhism,,,1.450361026912577e-09,0.0,1.450361026912577e-09,-1.450361026912577e-09,1.450361026912577e-09,-1.0,7.251805134562885e-10
Cook Islands,Judaism,,,1.450361026912577e-09,0.0,1.450361026912577e-09,-1.450361026912577e-09,1.450361026912577e-09,-1.0,7.251805134562885e-10
Tuvalu,Islam,,,1.450361026912577e-09,0.0,1.450361026912577e-09,-1.450361026912577e-09,1.450361026912577e-09,-1.0,7.251805134562885e-10
Tokelau,I do not identify with any religious group or faith,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
St. Helena,Judaism,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
Tokelau,Islam,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
Montserrat,Judaism,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
Montserrat,Islam,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
Tokelau,Judaism,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
Montserrat,Buddhism,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
St. Helena,Islam,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
St. Helena,Hinduism,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
St. Helena,Buddhism,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
Tokelau,Hinduism,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
Falkland Is. (Malvinas),Judaism,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
Falkland Is. (Malvinas),Hinduism,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
Tuvalu,Buddhism,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
Vatican City,Judaism,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
Nauru,Hinduism,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
Tuvalu,Judaism,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
Vatican City,Islam,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
Vatican City,I do not identify with any religious group or faith,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
Vatican City,Hinduism,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
St. Pierre and Miquelon,Buddhism,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
St. Pierre and Miquelon,Hinduism,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
Vatican City,Buddhism,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
St. Pierre and Miquelon,Judaism,,,7.251805134562885e-10,0.0,7.251805134562885e-10,-7.251805134562885e-10,7.251805134562885e-10,-1.0,3.6259025672814427e-10
